personId,contentId,eventStrength
7645894863578715801,-2740396993975951758,2.321928094887362
-2979881261169775358,-4333056764244640444,1.0
670878778036881163,-5628897645967553681,1.0
-4951114616026800382,8869347744613364434,1.0
-3325508780389598615,2244894675266276573,1.0
-2979537012405607453,679005777543560737,1.0
9210530975708218054,-6156751702010469220,1.0
-9109785559521267180,1024145536490998555,1.0
-6730258785244938562,-4503975842879662368,1.5849625007211563
989049974880576288,-7047448754687279385,1.0
3938645257702379823,-2752345899464432864,1.5849625007211563
-8719462623048086192,-4463029741564307314,1.5849625007211563
-4028919343899978105,1469580151036142903,1.0
-5639303336519418445,-6970201660508635241,1.0
-1393866732742189886,3714350889740403446,2.0
-2050699458865052139,-6133746337603876146,1.0
3609194402293569455,6492104262016302259,1.0
-3535274684588209118,8657408509986329668,3.1699250014423126
-8036997159314605196,1751822544912242581,1.0
5285998971508885394,-7120369133608664808,1.0
5220802546024427652,-6843047699859121724,1.0
-1352064057049251194,6678691743269420670,1.0
-6668715715951053690,2106559900295325351,1.0
1899224753659027997,-6603970730135147059,1.0
-8550167523008133722,1433393829724383645,1.5849625007211563
4670267857749552625,-6820241302436968068,3.3219280948873626
6003902177042843076,4118743389464105405,1.0
-3203894957285229214,7616472242818646827,1.0
7866703251910305848,8224860111193157980,1.0
374329072173397727,-7525512143002603676,1.0
1908339160857512799,3495098006178009360,1.0
6644119361202586331,3073610766179441483,1.0
4209517478660372522,-7564569805639737618,2.700439718141092
8879844298911979276,-8145607370067359341,1.0
-8420584158427265596,3715130189384008388,1.0
6952115305755720966,-6603351162010419903,1.0
6465469928207780773,-5912792039759735631,1.0
2416280733544962613,7229629480273331039,2.0
-6944500707172804068,3035329611795434601,1.0
8841741572929644986,3306277069425849869,1.5849625007211563
2785512916786763092,4313871021753084020,1.5849625007211563
2597011162480707820,7734121175534200554,1.5849625007211563
3609194402293569455,-1055630159212837930,1.5849625007211563
9013651444868609421,-4875060556471576861,1.0
-3390049372067052505,-1637159115260338032,2.0
7781822014935525018,-3338916066794638254,1.0
-4243635261966794110,8384349834972693428,1.0
3636910968448833585,3075564241645350154,2.584962500721156
7438444945156715220,-541666025693385823,1.5849625007211563
2653698047369148236,1469580151036142903,1.0
-4355190001103094206,5338677278233757627,1.0
3217014177234377440,-2548446404469756145,2.807354922057604
5321535590192312132,4788854083489560153,1.5849625007211563
1202287501580555390,-8518096793350810174,1.5849625007211563
4417246933621591943,-2667874153709252756,1.0
3007736603136734729,-2314360211211303885,2.0
-7611460419696903236,-4844663695104994694,1.0
1908339160857512799,5302085907556673015,2.321928094887362
2062590537770243336,408569329455206654,1.0
7842090627885077038,-8085935119790093311,2.1699250014423126
-6606373800483513352,2727743992157210358,1.0
-6627505417926774253,-7387185690512762935,2.0
1116121227607581999,5934557073194045393,1.0
-4298177694576275482,-4761420664091904483,1.5849625007211563
-4312494396888667550,2916072977192006313,1.0
3609194402293569455,-8167536150098135304,1.0
-7619256453002568786,-1573329182923097618,1.0
-7065799990117843402,-3619568065513202846,1.5849625007211563
7660434827542910956,4788854083489560153,2.0
-1032019229384696495,-2871347907044769386,1.0
1070632260016389736,3495098006178009360,1.0
8195788452563155020,-6584408680441477889,2.0
3609194402293569455,-8467102776052559275,1.5849625007211563
8847054836611412804,-1419188045265393093,1.0
8698209668239173600,9209886322932807692,1.0
3609194402293569455,5238119115012015307,1.0
8766802480854827422,8482750322470893687,1.5849625007211563
1895326251577378793,5109221095427625188,2.0
692689608292948411,-1453783314552286835,1.0
5512723557838096173,7506614456429888492,1.0
-4165818767652094649,5206308811707978799,3.5849625007211565
1895326251577378793,4307023751244532288,3.0
-48161796606086482,-8258529658421542282,1.0
4313045637915476309,-2402288292108892893,1.0
-4116514811367777845,-4145260601063545880,1.0
-1410112619805614798,5429045128339158843,1.0
-4165818767652094649,3492139128548911513,1.5849625007211563
102305705598210278,4891010769166501207,1.5849625007211563
5200962297848391505,8118799783881928573,1.0
3609194402293569455,7087600436874507849,3.4594316186372978
-2511855597392146401,-7862677531530632089,1.5849625007211563
-1443636648652872475,-6380034335041404646,1.5849625007211563
-5708042355439521851,2072448887839540892,1.0
-1393866732742189886,-8947720860550700506,1.0
-8399605302938582500,-5843518165523212471,1.0
-3596626804281480007,7088167897470452815,1.5849625007211563
-8860671864164757449,-6783772548752091658,2.0
2146546851324474301,-5997769775112032630,1.5849625007211563
-8446209748110806120,2601622077116449484,1.5849625007211563
7703284633155187943,-793729620925729327,1.0
3375381077362025672,-3170855186954139022,1.0
-6347007137547090068,-4562218760600603086,1.0
-3390049372067052505,4273365516830385867,1.0
1623838599684589103,-1625217607550912638,1.0
-6003416708481128042,4815632823882298534,1.0
-8860671864164757449,7229629480273331039,1.0
3829784524040647339,5795281877636738272,1.5849625007211563
-1387464358334758758,-8370744479086515302,2.0
1895326251577378793,5964888566269323942,4.321928094887363
801895594717772308,1734266821019430183,1.8073549220576042
-4767444107153363126,8912004903894879756,2.0
5512723557838096173,-667193404227875686,1.0
3891637997717104548,-4673235524420943843,1.0
908938729693125261,-2176468683077766369,1.0
8414731042150985013,1674373276159762025,1.0
-2511855597392146401,-3581194288660477595,2.321928094887362
-3535274684588209118,2285214528595997209,2.4594316186372973
-5088875531913232577,2508620055362300376,1.0
-3390049372067052505,-7681408188643141872,2.584962500721156
1960539917229374622,5640834597379907148,2.807354922057604
1296936597887557880,-5756697018315640725,2.0
-1130272294246983140,-3061741807736367554,1.0
434517017614495946,1469580151036142903,1.0
5497189205340943824,5930806521893160184,1.0
3609194402293569455,8920226233198909725,1.5849625007211563
1766257854965201953,6664082205633624486,1.0
-6944500707172804068,1114791714656282929,2.584962500721156
-3390049372067052505,-8340365043226490059,1.0
-2484779020675533629,-8992803137960175254,2.0
3694088851120856010,-5014627593450767720,1.5849625007211563
2901546026085255870,5854206600849997966,1.0
-492179582639058400,2695065703077082407,1.0
4537318193229625884,-4029704725707465084,1.0
6971525809430309144,-2479936301516183562,1.0
2279740393166882579,5680566822246004912,1.5849625007211563
-292717837486008213,-2584174137395076448,1.5849625007211563
-2626634673110551643,3162261384765351942,1.0
363824806352919913,8620166073102656574,4.392317422778761
2891568537595470094,-36844712915106340,1.0
3106760029136205156,3170775058142440102,2.0
-7103674836099895927,-5319401396891346003,1.0
-3466571388255450931,5271898714958115766,1.5849625007211563
-7456488753754080246,5445999759138709405,1.5849625007211563
-2690891220216547125,3660989387512978561,1.0
-709287718034731589,5822211783543822544,1.0
-1032019229384696495,7767869406844505704,3.1699250014423126
670878778036881163,1649752043999819668,1.0
-3216836291203563246,31349081826574004,1.0
2652684983165843086,6090089162789916215,1.0
-9009798162809551896,7845570490247450966,1.0
3609194402293569455,2817960273225808857,1.0
5127372011815639401,-2097075598039554565,2.700439718141092
1811781596621121379,-5088157426675091741,1.5849625007211563
2597011162480707820,3772685586944428188,2.807354922057604
-3203894957285229214,8905656922810620012,3.7548875021634687
-445337111692715325,-6878119266243511199,1.0
-7606731662737258050,7851022564818849560,1.5849625007211563
2217185536926141514,-348408475077850711,1.5849625007211563
2416280733544962613,8657408509986329668,2.0
4946304010805340284,1862503310075246782,1.5849625007211563
-1479311724257856983,-5086435085468197402,1.5849625007211563
6967147874415599925,3716124214746295857,1.0
1949009070102523745,4761910285123871012,1.0
3636910968448833585,-1787737696395220629,1.0
-7496361692498935601,-3780822597455574960,2.0
6226325986476849014,-8627051188605351707,1.0
-510621402112686165,4861691621484862889,1.0
-1032019229384696495,-1081723567492738167,2.0
-3500661007957156229,3382987666565638029,1.0
5660542693104786364,-5446204508747882127,1.0
7580644064067188685,-5829979886567267504,1.0
3375381077362025672,-8529522981244750831,1.5849625007211563
3469804916091663734,1577045425286888616,1.0
-1292787032977259947,4084131344684656470,1.5849625007211563
4313045637915476309,7526364197140419661,1.0
-5070718731712624222,-8258529658421542282,1.0
-1578287561410088674,6997620589258672675,1.5849625007211563
3118792477913513242,-1572252285162838958,1.5849625007211563
2217185536926141514,5313335392004163852,1.0
-6611967527589759673,-3959242148361340089,2.321928094887362
670878778036881163,8769121796537771237,1.0
-4752363236131440693,3073610766179441483,1.0
908938729693125261,-1730766821655383888,1.0
-3500661007957156229,685073630661800600,1.0
1120069409160402054,-3954182109690207118,3.4594316186372978
7193191844620858589,-8159730897893673528,1.0
-6226728612139235550,3149164017776669829,1.0
5693632915986723060,-1573329182923097618,3.1699250014423126
-9016528795238256703,-8404657131309965885,1.5849625007211563
8759620187357735368,5384282624557636856,1.0
8572969747961902966,1041289933344278866,3.4594316186372978
-2626634673110551643,-4944551138301474550,1.0
6646901263143710184,-1787737696395220629,1.0
1623838599684589103,2429264894470039764,1.0
-1372859690779491423,-2720012228333470715,1.0
-7267769888748948232,2871648046424590878,1.5849625007211563
-7456488753754080246,-3040610224044779845,1.5849625007211563
7527226129639571966,-1633984990770981161,1.8073549220576042
-468976912875459588,-9083294960368598209,1.0
-5527145562136413747,-8412113620940365599,1.0
865004478722151014,-4029704725707465084,1.0
-7520836932719953265,2715453133655798791,1.0
-2626634673110551643,8926889915100214784,1.5849625007211563
-5475982967047071860,5338677278233757627,3.4594316186372978
4519830131595431685,-5784991738549272379,1.0
3499125955852759846,-7113155163062752691,1.0
-3596626804281480007,1544550983918141657,1.5849625007211563
7392990465409599343,310515487419366995,1.5849625007211563
3938645257702379823,1118048247334038458,1.5849625007211563
-3359156065199608672,3301147467076954944,1.0
801895594717772308,-2479936301516183562,1.0
-8243020848740766897,5795281877636738272,2.0
3586672003786969120,4259370161044254504,1.0
3938645257702379823,3273084325487543386,1.0
-867171338823652769,-8190931845319543363,2.0
-8594002152006287708,-7113155163062752691,2.584962500721156
7392990465409599343,-8773118241761372618,1.0
3061273947166110301,8690601908689146128,1.0
-8093201745874454494,-8018192200278263695,1.0
3938645257702379823,-8763351865833452031,1.0
1120069409160402054,5238119115012015307,1.0
5693632915986723060,-3678789633202302491,1.0
2736634093130347762,685073630661800600,1.0
-534549863526737439,-5380376324140474506,1.5849625007211563
5327824330504712485,-6255158415883847921,1.0
4538019749913665294,-5689187996536546877,1.0
6226325986476849014,-1590585250246572231,1.0
-7267769888748948232,-7423191370472335463,1.0
3061273947166110301,4577451034168098359,1.0
5321535590192312132,-3959242148361340089,1.0
692689608292948411,2916072977192006313,1.0
-1443636648652872475,-1634742667970363668,2.0
1671960877913596679,-7120369133608664808,3.1699250014423126
3636910968448833585,1266958185239582088,1.0
-588447608033313001,-6603970730135147059,1.0
-4154712816784766009,991271693336573226,1.0
3877012245649171389,2719909253419802298,1.5849625007211563
3938645257702379823,-8950763842769120954,1.0
4209517478660372522,279771472506428952,2.0
2760160224512620259,-5813211845057621660,1.5849625007211563
-7410485589492665094,-5813211845057621660,1.0
-1393866732742189886,3205047378909988692,1.0
-453678802103139441,1797385737206265555,1.0
908938729693125261,4375556914674736641,1.0
-4716637009380371036,-2440247087447106971,1.0
-6810967503878969134,-6156751702010469220,2.4594316186372973
363824806352919913,-3912939678517879962,1.0
2217968793137479020,-5150441845583002912,1.0
-7755848049308089190,-6542996094878850014,1.0
9148269800512008413,-1038011342017850,1.5849625007211563
6177317203370394776,-1038011342017850,2.0
8239286975497580612,-6174871522512566947,2.321928094887362
-299809122140089170,-7294716554902079523,1.5849625007211563
1296936597887557880,2280365999288629014,2.0
2551221442168658664,-4434534460030275781,1.0
-5527145562136413747,-2779829118032656703,1.0
5327824330504712485,2645380860642118790,1.5849625007211563
-5380862725077089346,3269302169678465882,2.584962500721156
7705707768530115638,-2358756719610361882,1.0
-2726721797588771398,-3201623914150480647,1.0
-5281916878353077993,4084131344684656470,1.0
1116121227607581999,-88303961787201909,1.5849625007211563
-3624328811734325188,4259370161044254504,1.0
-1578287561410088674,7529823674661315431,2.700439718141092
-3390049372067052505,279771472506428952,2.0
4313045637915476309,1181735998104559604,1.0
7181121382861702936,8477804012624580461,2.1699250014423126
-7496361692498935601,4102576381061107965,1.0
1960539917229374622,7818691400791322406,1.0
-8243020848740766897,-5920475612630001479,1.5849625007211563
-5088875531913232577,9026402401132606773,1.0
-8606737560479590536,7187598944032799890,1.0
-1032019229384696495,-6035458164887182128,1.0
6018247344671480458,2171312647242674161,1.0
1163668879480930452,-72844094766108869,1.0
4313045637915476309,-2178100133349972724,1.0
-6502100706127527925,-7525512143002603676,1.0
3636910968448833585,-3295730307439884506,1.0
-1578287561410088674,6829640091575814990,1.5849625007211563
3609194402293569455,-1437952039441999695,1.0
1895326251577378793,2991405198675389827,1.5849625007211563
-108842214936804958,5979676385148714519,1.0
4313045637915476309,7534917347133949300,1.5849625007211563
-1602833675167376798,-4615179238096674750,2.0
-108842214936804958,7498047411414226273,1.0
-8550167523008133722,7814856426770804213,1.0
4079953840379998293,-6941221957775073810,1.0
6644119361202586331,-816352740763488513,1.0
22763587941636338,3825866166263569974,1.0
4089451522605829298,-2808959554282640221,1.0
-4125205337625989832,4891010769166501207,1.0
4794949202379942794,8900292750226176660,1.0
3891637997717104548,-5017021199558167721,3.0874628412503395
5030175185311671155,-1425776303341065806,1.0
2833428826475063405,3720742491238027703,1.0
-9016528795238256703,8483892789913825147,1.0
8676130229735483748,2229625391864201918,2.9068905956085187
3829784524040647339,7814856426770804213,1.0
3396828831632510915,8289311442635691404,4.08746284125034
-8550167523008133722,4306804750094230211,1.5849625007211563
7131993520591621461,-5488842573681626972,1.0
4870191573331352123,-3581194288660477595,1.5849625007211563
4402305355102966434,-6783772548752091658,1.0
-108842214936804958,2393972361498749268,1.5849625007211563
-5873562008332486480,1649085803937938638,1.0
2878978621264298198,7526364197140419661,1.0
-1443636648652872475,365571143597993923,2.0
8676130229735483748,2362495898257544462,2.321928094887362
7131993520591621461,-1483274517395674620,1.0
-6411371239765052331,8078873160882064481,1.0
3915038251784681624,5714314286511882372,2.321928094887362
2542290381109225938,8769121796537771237,2.0
-3896187702811204367,-1022885988494278200,1.0
-1443636648652872475,5302085907556673015,2.321928094887362
-7329305023392956798,2513724012883866928,1.0
-709287718034731589,-8377626164558006982,1.5849625007211563
7703284633155187943,-4338308747999225618,2.0
-6527231059484292598,-3944300307678659798,2.4594316186372973
6644119361202586331,-5193720747719231594,1.0
-5230721907253934520,-5570129644089964821,1.0
-8781306637602263252,3770082505811422124,1.0
-1257176162426022931,-6124198068300347794,2.0
2901546026085255870,-2194994678739982146,1.0
3891637997717104548,-7113155163062752691,2.321928094887362
-4028919343899978105,-8885776096632729273,1.0
-9016528795238256703,-3348458175249982599,1.0
6967147874415599925,-5148591903395022444,1.5849625007211563
-2626634673110551643,-7193893108516217330,1.0
5328649570833345873,-4333957157636611418,1.0
-7990997793599977496,3689128258624052102,1.0
8164031568920151381,7526364197140419661,1.0
-1292787032977259947,3562616807243819955,1.0
-108842214936804958,-5002383425685129595,1.5849625007211563
8698209668239173600,943818026930898372,2.0
-1393866732742189886,8912004903894879756,2.0
-3390049372067052505,-4278025512576376201,2.321928094887362
4313045637915476309,-9019233957195913605,2.584962500721156
7421498048184238966,-4625438649010928449,1.0
7842090627885077038,-4503975842879662368,1.5849625007211563
7948079555216525045,2628816849077589497,1.0
-9001583565812478106,7013665235990336340,2.0
4227773676394505435,-6590819806697898649,3.1699250014423126
5713241217519616260,-6623581327558800021,1.0
-1578287561410088674,5530820581773167955,1.5849625007211563
8573995950821939440,-7722236679806608274,1.0
4519830131595431685,4045164454094417310,1.0
-7240735065448254654,-1734960446580993454,2.1699250014423126
3302556033962996625,1356221992133852808,1.0
4313045637915476309,5934557073194045393,1.0
6756039155228175109,-4386371945374980231,2.0
-3596626804281480007,-1081723567492738167,1.0
5030175185311671155,1252762949661329700,1.0
3290087150125937633,-6772940823843058601,1.0
-8020832670974472349,-9192549002213406534,1.0
-4447090897576014728,-4130193294870737688,1.0
7948079555216525045,-1787737696395220629,1.0
3915038251784681624,834896074125772354,1.0
-6668715715951053690,4788854083489560153,1.5849625007211563
-3808141682397656195,98528655405030624,1.5849625007211563
3217014177234377440,-6843047699859121724,2.0
-1032019229384696495,2731915238980099593,3.3219280948873626
2542290381109225938,-788035419968530567,2.321928094887362
-8606737560479590536,7506614456429888492,1.0
-5052218473217969334,5533752987392101383,1.0
693665567872370395,5854206600849997966,1.0
7645894863578715801,2708089973817733462,3.3219280948873626
-315113304665694510,1356221992133852808,1.0
7591088849912178995,-486686184692655504,2.0
-3596626804281480007,-2487699318115820990,1.0
-8853658195208337106,-5488842573681626972,1.0
8051175896420731576,-8950763842769120954,1.0
1623838599684589103,6165641386379495559,1.0
7337097409801560661,911037455259135591,1.0
-5355462854406417157,-4029704725707465084,1.0
4973223873869255414,-2358756719610361882,1.0
-8205402408645015051,-6126634320182965455,2.321928094887362
-5070718731712624222,-78066964941874046,1.0
3609194402293569455,-6851896696719147400,1.0
-5969793184455185931,-5952729859839521828,1.0
-6944500707172804068,2727743992157210358,1.0
2062670502532932588,4375556914674736641,1.5849625007211563
-2690891220216547125,7429409096643373334,1.5849625007211563
-2626634673110551643,8651615486877503655,1.0
436785895835580263,2602221055863892168,1.0
2901546026085255870,-8404657131309965885,1.5849625007211563
8766802480854827422,-9089854794058353436,1.5849625007211563
-2626634673110551643,4891164246772479976,1.5849625007211563
8113324517692556322,300937643051923212,1.0
5914788199018040446,-6156751702010469220,1.0
2944202749145946530,6852597772196653540,2.0
301435144665447655,1639450243805666792,2.321928094887362
-2901997243166418276,8847604225354271039,1.5849625007211563
-4627026983118548639,6678691743269420670,1.0
801895594717772308,-6728844082024523434,2.584962500721156
1116121227607581999,672199059798181601,1.0
